Cow,T,if_anomaly_point,pred_problem_episode,pred_problem_start,pred_lameness_episode,pred_lameness_start,notif_lameness,lame_confidence,coverage_pct
8506,2019-02-03 01:15:00,1,1,1,1,1,1,47.4,100.0
8506,2019-02-04 13:30:00,1,1,1,1,1,1,48.6,100.0
8506,2019-02-05 10:30:00,1,1,1,1,1,1,50.1,100.0
8506,2019-02-05 23:00:00,1,1,1,1,1,1,48.4,100.0
8506,2019-02-07 02:00:00,0,1,1,1,1,1,43.2,100.0
8506,2019-02-07 19:30:00,0,1,1,1,1,1,43.8,100.0
8506,2019-02-08 09:45:00,1,1,1,1,1,1,51.0,100.0
8506,2019-02-11 03:00:00,1,1,1,1,1,1,49.4,100.0
8508,2019-02-01 17:30:00,1,1,1,1,1,1,47.9,100.0
8508,2019-02-02 11:45:00,1,1,1,1,1,1,47.2,100.0
8508,2019-02-04 10:00:00,0,1,1,1,1,1,45.0,100.0
8508,2019-02-05 11:15:00,1,1,1,1,1,1,47.4,100.0
8508,2019-02-06 07:00:00,1,1,1,1,1,1,46.7,100.0
8508,2019-02-07 10:45:00,1,1,1,1,1,1,47.0,100.0
8508,2019-02-08 09:30:00,1,1,1,1,1,1,48.3,100.0
8508,2019-02-11 12:45:00,1,1,1,1,1,1,49.1,100.0
8508,2019-02-13 12:30:00,1,1,1,1,1,1,48.0,100.0
8508,2019-02-14 09:45:00,1,1,1,1,1,1,48.5,100.0
8508,2019-02-15 11:00:00,1,1,1,1,1,1,47.5,100.0
8508,2019-03-07 11:00:00,1,1,1,1,1,1,47.3,100.0
8508,2019-03-12 12:00:00,1,1,1,1,1,1,47.8,100.0
8508,2019-03-25 15:45:00,0,1,1,1,1,1,44.2,100.0
8508,2019-03-26 11:45:00,1,1,1,1,1,1,57.7,100.0
8508,2019-03-28 10:30:00,1,1,1,1,1,1,57.4,100.0
8508,2019-03-29 09:30:00,1,1,1,1,1,1,46.7,100.0
8508,2019-04-03 09:00:00,1,1,1,1,1,1,46.5,100.0
8508,2019-04-05 12:30:00,1,1,1,1,1,1,47.7,100.0
8510,2019-02-04 17:30:00,0,1,1,1,1,1,49.0,100.0
8510,2019-02-05 10:30:00,1,1,1,1,1,1,50.3,100.0
8510,2019-02-07 10:30:00,0,1,1,1,1,1,41.1,100.0
8510,2019-02-08 10:15:00,1,1,1,1,1,1,48.1,100.0
8510,2019-03-04 10:00:00,1,1,1,1,1,1,53.0,100.0
8510,2019-03-08 15:00:00,0,1,1,1,1,1,46.6,100.0
8510,2019-03-12 14:45:00,0,1,1,1,1,1,32.1,100.0
