layer,season,source_type,extension,relative_path,file_size_mb,rows,cols,n_cows,date_min,date_max,sheet_count,sheet_names_preview,columns_preview
raw_mcgill_complete,Winter 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001576 (P)_01-28-2019__08;01;52.ses,0.004,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001576 (P)_01-28-2019__08;01;52_LB.csv,0.001,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001985 (P)_01-28-2019__08;01;39.csv,0.004,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_export_support,.raw_bin,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001985 (P)_01-28-2019__08;01;39.raw_bin,0.009,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001985 (P)_01-28-2019__08;01;39.ses,0.005,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001985 (P)_01-28-2019__08;01;39_LB.csv,0.001,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001988 (P)_01-28-2019__08;01;42.csv,0.004,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_export_support,.raw_bin,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001988 (P)_01-28-2019__08;01;42.raw_bin,0.007,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001988 (P)_01-28-2019__08;01;42.ses,0.003,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001988 (P)_01-28-2019__08;01;42_LB.csv,0.001,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001990 (P)_01-28-2019__08;01;35.csv,0.004,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_export_support,.raw_bin,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001990 (P)_01-28-2019__08;01;35.raw_bin,0.007,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001990 (P)_01-28-2019__08;01;35.ses,0.003,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001990 (P)_01-28-2019__08;01;35_LB.csv,0.0,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001991 (P)_01-28-2019__08;01;59.csv,0.004,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_export_support,.raw_bin,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001991 (P)_01-28-2019__08;01;59.raw_bin,0.011,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001991 (P)_01-28-2019__08;01;59.ses,0.005,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001991 (P)_01-28-2019__08;01;59_LB.csv,0.001,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001995 (P)_01-28-2019__08;01;55.csv,0.004,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_export_support,.raw_bin,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001995 (P)_01-28-2019__08;01;55.raw_bin,0.007,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_export_support,.ses,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001995 (P)_01-28-2019__08;01;55.ses,0.003,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN28/IceTag 50001995 (P)_01-28-2019__08;01;55_LB.csv,0.001,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN29/2056_Tag85_29JAN2019.csv,0.831,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN29/2056_Tag85_29JAN2019_LB.csv,0.002,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN29/2081_Tag90_29JAN2019.csv,0.831,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN29/2081_Tag90_29JAN2019_LB.csv,0.004,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN29/3437_Tag24_29JAN2019.csv,0.835,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN29/3437_Tag24_29JAN2019_LB.csv,0.001,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN29/3443_Tag88_29JAN2019.csv,0.83,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN29/3443_Tag88_29JAN2019_LB.csv,0.002,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN29/5246_Tag76_29JAN2019.csv,0.832,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN29/5246_Tag76_29JAN2019_LB.csv,0.001,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN29/5250_Tag95_29JAN2019.csv,0.829,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN29/5250_Tag95_29JAN2019_LB.csv,0.002,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN29/8510_Tag91_29JAN2019.csv,0.83,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN29/8510_Tag91_29JAN2019_LB.csv,0.002,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN30/2056_Tag24_30JAN2019.csv,0.726,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN30/2056_Tag24_30JAN2019_LB.csv,0.005,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN30/2081_Tag90_30JAN2019.csv,0.727,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN30/2081_Tag90_30JAN2019_LB.csv,0.001,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN30/3443_Tag95_30JAN2019.csv,0.723,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN30/3443_Tag95_30JAN2019_LB.csv,0.001,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN30/5246_Tag88_30JAN2019.csv,0.728,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN30/5246_Tag88_30JAN2019_LB.csv,0.001,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN30/5250_Tag85_30JAN2019.csv,0.722,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN30/5250_Tag85_30JAN2019_LB.csv,0.002,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN30/8508_Tag91_30JAN2019.csv,0.727,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN30/8508_Tag91_30JAN2019_LB.csv,0.003,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN30/8510_Tag76_30JAN2019.csv,0.723,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Habituation/2019JAN30/8510_Tag76_30JAN2019_LB.csv,0.002,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB14/2056_Tag76_14FEB2019.csv,0.89,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB14/2056_Tag76_14FEB2019_LB.csv,0.004,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB14/2081_Tag96_14FEB2019.csv,0.915,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB14/2081_Tag96_14FEB2019_LB.csv,0.004,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB14/3437_Tag24_14FEB2019.csv,0.887,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB14/3437_Tag24_14FEB2019_LB.csv,0.006,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB14/3443_Tag85_14FEB2019.csv,0.885,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB14/3443_Tag85_14FEB2019_LB.csv,0.001,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB14/5250_Tag88_14FEB2019.csv,0.874,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB14/5250_Tag88_14FEB2019_LB.csv,0.003,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB14/8508_Tag90_14FEB2019.csv,0.882,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB14/8508_Tag90_14FEB2019_LB.csv,0.006,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB14/8510_Tag95_14FEB2019.csv,0.884,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB14/8510_Tag95_14FEB2019_LB.csv,0.004,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB15/2056_Tag76_15FEB2019.csv,0.678,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB15/2056_Tag76_15FEB2019_LB.csv,0.002,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB15/2081_Tag96_15FEB2019.csv,0.681,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB15/2081_Tag96_15FEB2019_LB.csv,0.004,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB15/3437_Tag24_15FEB2019.csv,0.677,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB15/3437_Tag24_15FEB2019_LB.csv,0.003,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB15/3443_Tag85_15FEB2019.csv,0.68,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB15/3443_Tag85_15FEB2019_LB.csv,0.001,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB15/5250_Tag95_15FEB2019.csv,0.677,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB15/5250_Tag95_15FEB2019_LB.csv,0.001,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB15/8508_Tag90_15FEB2019.csv,0.676,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB15/8508_Tag90_15FEB2019_LB.csv,0.001,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB15/8510_Tag88_15FEB2019.csv,0.677,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB15/8510_Tag88_15FEB2019_LB.csv,0.002,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB22/2056_Tag25_22FEB2019.csv,0.725,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB22/2056_Tag25_22FEB2019_LB.csv,0.004,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB22/2081_Tag86_22FEB2019.csv,0.723,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB22/2081_Tag86_22FEB2019_LB.csv,0.001,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB22/3437_Tag16_22FEB2019.csv,0.724,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB22/3437_Tag16_22FEB2019_LB.csv,0.001,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB22/3443_Tag22_22FEB2019.csv,0.723,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB22/3443_Tag22_22FEB2019_LB.csv,0.001,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB22/5250_Tag91_22FEB2019.csv,0.724,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB22/5250_Tag91_22FEB2019_LB.csv,0.002,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB22/8510_tag93_22FEB2019.csv,0.723,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB22/8510_tag93_22FEB2019_LB.csv,0.002,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_export_support,.raw_bin,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019FEB22/IceTag 50001989 (P)_02-15-2019__14;40;19bis.raw_bin,0.611,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019MAR01/2056_Tag96 _01MAR2019.csv,0.647,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019MAR01/2056_Tag96 _01MAR2019_LB.csv,0.003,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019MAR01/2081_Tag95 _01MAR2019.csv,0.648,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019MAR01/2081_Tag95 _01MAR2019_LB.csv,0.006,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019MAR01/3437_Tag76 _01MAR2019_LB.csv,0.001,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019MAR01/3437_Tag76_01MAR2019.csv,0.649,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019MAR01/3443_Tag87 _01MAR2019.csv,0.649,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019MAR01/3443_Tag87 _01MAR2019_LB.csv,0.005,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019MAR01/5246_Tag85 _01MAR2019.csv,0.648,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019MAR01/5246_Tag85 _01MAR2019_LB.csv,0.001,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019MAR01/5250_Tag88 _01MAR2019.csv,0.65,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019MAR01/5250_Tag88 _01MAR2019_LB.csv,0.003,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019MAR01/8510_Tag90 _01MAR2019.csv,0.649,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019MAR01/8510_Tag90 _01MAR2019_LB.csv,0.002,,,,,,,,
raw_mcgill_complete,Winter 2019,accelerometer_icetag_raw_csv,.csv,Données completes/Données accelerometres/Winter 2019/Icetag/IceTags_Data/1 day trip IceTags (per second)/Treatment/2019MAR08/2056_Tag26_08MAR2019.csv,0.536,,,,,,,,
