relative_path,filename,extension,season,source_type,sheet_count,sheet_names_preview,sample_sheet,sample_rows_preview,notes
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk1_05NOV2019-19NOV2019/2078_Tag172_05NOV2019-1922_19NOV2019-1205_LB.csv,2078_Tag172_05NOV2019-1922_19NOV2019-1205_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk1_05NOV2019-19NOV2019/2081_Tag85_05NOV2019-1849_19NOV2019-1201.csv,2081_Tag85_05NOV2019-1849_19NOV2019-1201.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk1_05NOV2019-19NOV2019/2081_Tag85_05NOV2019-1849_19NOV2019-1201_LB.csv,2081_Tag85_05NOV2019-1849_19NOV2019-1201_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk1_05NOV2019-19NOV2019/3435_Tag168_05NOV2019-1920_19NOV2019-1206.csv,3435_Tag168_05NOV2019-1920_19NOV2019-1206.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk1_05NOV2019-19NOV2019/3435_Tag168_05NOV2019-1920_19NOV2019-1206_LB.csv,3435_Tag168_05NOV2019-1920_19NOV2019-1206_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk1_05NOV2019-19NOV2019/5874_Tag95_05NOV2019-1849_19NOV2019-1202.csv,5874_Tag95_05NOV2019-1849_19NOV2019-1202.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk1_05NOV2019-19NOV2019/5874_Tag95_05NOV2019-1849_19NOV2019-1202_LB.csv,5874_Tag95_05NOV2019-1849_19NOV2019-1202_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk1_05NOV2019-19NOV2019/5875_Tag92_05NOV2019-1850_19NOV2019-1201.csv,5875_Tag92_05NOV2019-1850_19NOV2019-1201.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk1_05NOV2019-19NOV2019/5875_Tag92_05NOV2019-1850_19NOV2019-1201_LB.csv,5875_Tag92_05NOV2019-1850_19NOV2019-1201_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk1_05NOV2019-19NOV2019/8500_Tag178_05NOV2019-1923_19NOV2019-1206.csv,8500_Tag178_05NOV2019-1923_19NOV2019-1206.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk1_05NOV2019-19NOV2019/8500_Tag178_05NOV2019-1923_19NOV2019-1206_LB.csv,8500_Tag178_05NOV2019-1923_19NOV2019-1206_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk2_19NOV2019-26NOV2019/2078_Tag93_19NOV2019-1203_26NOV2019-1128.csv,2078_Tag93_19NOV2019-1203_26NOV2019-1128.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk2_19NOV2019-26NOV2019/2078_Tag93_19NOV2019-1203_26NOV2019-1128_LB.csv,2078_Tag93_19NOV2019-1203_26NOV2019-1128_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk2_19NOV2019-26NOV2019/2081_Tag167_19NOV2019-1200_26NOV2019-1124.csv,2081_Tag167_19NOV2019-1200_26NOV2019-1124.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk2_19NOV2019-26NOV2019/2081_Tag167_19NOV2019-1200_26NOV2019-1124_LB.csv,2081_Tag167_19NOV2019-1200_26NOV2019-1124_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk2_19NOV2019-26NOV2019/3435_Tag86_19NOV2019-1205_26NOV2019-1127.csv,3435_Tag86_19NOV2019-1205_26NOV2019-1127.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk2_19NOV2019-26NOV2019/3435_Tag86_19NOV2019-1205_26NOV2019-1127_LB.csv,3435_Tag86_19NOV2019-1205_26NOV2019-1127_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk2_19NOV2019-26NOV2019/5874_Tag158_19NOV2019-1200_26NOV2019-1124.csv,5874_Tag158_19NOV2019-1200_26NOV2019-1124.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk2_19NOV2019-26NOV2019/5874_Tag158_19NOV2019-1200_26NOV2019-1124_LB.csv,5874_Tag158_19NOV2019-1200_26NOV2019-1124_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk2_19NOV2019-26NOV2019/5875_Tag161_19NOV2019-1159_26NOV2019-1123.csv,5875_Tag161_19NOV2019-1159_26NOV2019-1123.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk2_19NOV2019-26NOV2019/5875_Tag161_19NOV2019-1159_26NOV2019-1123_LB.csv,5875_Tag161_19NOV2019-1159_26NOV2019-1123_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk2_19NOV2019-26NOV2019/8500_Tag163_19NOV2019-1204_26NOV2019-1128.csv,8500_Tag163_19NOV2019-1204_26NOV2019-1128.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk2_19NOV2019-26NOV2019/8500_Tag163_19NOV2019-1204_26NOV2019-1128_LB.csv,8500_Tag163_19NOV2019-1204_26NOV2019-1128_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk3_26NOV2019-03DEC2019/2078_Tag175_26NOV2019-1127_03DEC2019-1119.csv,2078_Tag175_26NOV2019-1127_03DEC2019-1119.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk3_26NOV2019-03DEC2019/2078_Tag175_26NOV2019-1127_03DEC2019-1119_LB.csv,2078_Tag175_26NOV2019-1127_03DEC2019-1119_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk3_26NOV2019-03DEC2019/2081_Tag180_26NOV2019-1122_03DEC2019-1125.csv,2081_Tag180_26NOV2019-1122_03DEC2019-1125.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk3_26NOV2019-03DEC2019/2081_Tag180_26NOV2019-1122_03DEC2019-1125_LB.csv,2081_Tag180_26NOV2019-1122_03DEC2019-1125_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk3_26NOV2019-03DEC2019/3435_Tag177_26NOV2019-1126_03DEC2019-1118.csv,3435_Tag177_26NOV2019-1126_03DEC2019-1118.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk3_26NOV2019-03DEC2019/3435_Tag177_26NOV2019-1126_03DEC2019-1118_LB.csv,3435_Tag177_26NOV2019-1126_03DEC2019-1118_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk3_26NOV2019-03DEC2019/5874_Tag173_26NOV2019-1122_03DEC2019-1124.csv,5874_Tag173_26NOV2019-1122_03DEC2019-1124.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk3_26NOV2019-03DEC2019/5874_Tag173_26NOV2019-1122_03DEC2019-1124_LB.csv,5874_Tag173_26NOV2019-1122_03DEC2019-1124_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk3_26NOV2019-03DEC2019/5875_Tag171_26NOV2019-1121_03DEC2019-1124.csv,5875_Tag171_26NOV2019-1121_03DEC2019-1124.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk3_26NOV2019-03DEC2019/5875_Tag171_26NOV2019-1121_03DEC2019-1124_LB.csv,5875_Tag171_26NOV2019-1121_03DEC2019-1124_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk3_26NOV2019-03DEC2019/8500_Tag164_26NOV2019-1126_03DEC2019-1119.csv,8500_Tag164_26NOV2019-1126_03DEC2019-1119.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group3_Wk3_26NOV2019-03DEC2019/8500_Tag164_26NOV2019-1126_03DEC2019-1119_LB.csv,8500_Tag164_26NOV2019-1126_03DEC2019-1119_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk1_05NOV2019-20NOV2019/2063_Tag166_05NOV2019-1919_20NOV2019-1206.csv,2063_Tag166_05NOV2019-1919_20NOV2019-1206.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk1_05NOV2019-20NOV2019/2063_Tag166_05NOV2019-1919_20NOV2019-1206_LB.csv,2063_Tag166_05NOV2019-1919_20NOV2019-1206_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk1_05NOV2019-20NOV2019/2066_Tag88_05NOV2019-1848_20NOV2019-1202.csv,2066_Tag88_05NOV2019-1848_20NOV2019-1202.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk1_05NOV2019-20NOV2019/2066_Tag88_05NOV2019-1848_20NOV2019-1202_LB.csv,2066_Tag88_05NOV2019-1848_20NOV2019-1202_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk1_05NOV2019-20NOV2019/3444_Tag89_05NOV2019-1849_20NOV2019-1202.csv,3444_Tag89_05NOV2019-1849_20NOV2019-1202.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk1_05NOV2019-20NOV2019/3444_Tag89_05NOV2019-1849_20NOV2019-1202_LB.csv,3444_Tag89_05NOV2019-1849_20NOV2019-1202_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk1_05NOV2019-20NOV2019/5872_Tag162_05NOV2019-1919_20NOV2019-1206.csv,5872_Tag162_05NOV2019-1919_20NOV2019-1206.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk1_05NOV2019-20NOV2019/5872_Tag162_05NOV2019-1919_20NOV2019-1206_LB.csv,5872_Tag162_05NOV2019-1919_20NOV2019-1206_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk1_05NOV2019-20NOV2019/5879_Tag90_05NOV2019-1848_20NOV2019-1201.csv,5879_Tag90_05NOV2019-1848_20NOV2019-1201.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk1_05NOV2019-20NOV2019/5879_Tag90_05NOV2019-1848_20NOV2019-1201_LB.csv,5879_Tag90_05NOV2019-1848_20NOV2019-1201_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk1_05NOV2019-20NOV2019/8501_Tag170_05NOV2019-1920_20NOV2019-1207.csv,8501_Tag170_05NOV2019-1920_20NOV2019-1207.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk1_05NOV2019-20NOV2019/8501_Tag170_05NOV2019-1920_20NOV2019-1207_LB.csv,8501_Tag170_05NOV2019-1920_20NOV2019-1207_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk2_20NOV2019-27NOV2019/2063_Tag85_20NOV2019-1204_27NOV2019-1143.csv,2063_Tag85_20NOV2019-1204_27NOV2019-1143.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk2_20NOV2019-27NOV2019/2063_Tag85_20NOV2019-1204_27NOV2019-1143_LB.csv,2063_Tag85_20NOV2019-1204_27NOV2019-1143_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk2_20NOV2019-27NOV2019/2066_Tag178_20NOV2019-1200_27NOV2019-1152.csv,2066_Tag178_20NOV2019-1200_27NOV2019-1152.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk2_20NOV2019-27NOV2019/2066_Tag178_20NOV2019-1200_27NOV2019-1152_LB.csv,2066_Tag178_20NOV2019-1200_27NOV2019-1152_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk2_20NOV2019-27NOV2019/3444_Tag92_20NOV2019-1201_27NOV2019-1151.csv,3444_Tag92_20NOV2019-1201_27NOV2019-1151.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk2_20NOV2019-27NOV2019/3444_Tag92_20NOV2019-1201_27NOV2019-1151_LB.csv,3444_Tag92_20NOV2019-1201_27NOV2019-1151_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk2_20NOV2019-27NOV2019/5872_Tag168_20NOV2019-1205_27NOV2019-1143.csv,5872_Tag168_20NOV2019-1205_27NOV2019-1143.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk2_20NOV2019-27NOV2019/5872_Tag168_20NOV2019-1205_27NOV2019-1143_LB.csv,5872_Tag168_20NOV2019-1205_27NOV2019-1143_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk2_20NOV2019-27NOV2019/5879_Tag172_20NOV2019-1200_27NOV2019-1153.csv,5879_Tag172_20NOV2019-1200_27NOV2019-1153.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk2_20NOV2019-27NOV2019/5879_Tag172_20NOV2019-1200_27NOV2019-1153_LB.csv,5879_Tag172_20NOV2019-1200_27NOV2019-1153_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk2_20NOV2019-27NOV2019/8501_Tag95_20NOV2019-1205_27NOV2019-1142.csv,8501_Tag95_20NOV2019-1205_27NOV2019-1142.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk2_20NOV2019-27NOV2019/8501_Tag95_20NOV2019-1205_27NOV2019-1142_LB.csv,8501_Tag95_20NOV2019-1205_27NOV2019-1142_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk3_27NOV2019-04DEC2019/2063_Tag86_27NOV2019-1141_04DEC2019-1020.csv,2063_Tag86_27NOV2019-1141_04DEC2019-1020.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk3_27NOV2019-04DEC2019/2063_Tag86_27NOV2019-1141_04DEC2019-1020_LB.csv,2063_Tag86_27NOV2019-1141_04DEC2019-1020_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk3_27NOV2019-04DEC2019/2066_Tag93_27NOV2019-1149_04DEC2019-1029.csv,2066_Tag93_27NOV2019-1149_04DEC2019-1029.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk3_27NOV2019-04DEC2019/2066_Tag93_27NOV2019-1149_04DEC2019-1029_LB.csv,2066_Tag93_27NOV2019-1149_04DEC2019-1029_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk3_27NOV2019-04DEC2019/3444_Tag167_27NOV2019-1147_04DEC2019-1030.csv,3444_Tag167_27NOV2019-1147_04DEC2019-1030.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk3_27NOV2019-04DEC2019/3444_Tag167_27NOV2019-1147_04DEC2019-1030_LB.csv,3444_Tag167_27NOV2019-1147_04DEC2019-1030_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk3_27NOV2019-04DEC2019/5872_Tag158_27NOV2019-1141_04DEC2019-1020.csv,5872_Tag158_27NOV2019-1141_04DEC2019-1020.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk3_27NOV2019-04DEC2019/5872_Tag158_27NOV2019-1141_04DEC2019-1020_LB.csv,5872_Tag158_27NOV2019-1141_04DEC2019-1020_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk3_27NOV2019-04DEC2019/5879_Tag161_27NOV2019-1150_04DEC2019-1030.csv,5879_Tag161_27NOV2019-1150_04DEC2019-1030.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk3_27NOV2019-04DEC2019/5879_Tag161_27NOV2019-1150_04DEC2019-1030_LB.csv,5879_Tag161_27NOV2019-1150_04DEC2019-1030_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk3_27NOV2019-04DEC2019/8501_Tag163_27NOV2019-1139_04DEC2019-1020.csv,8501_Tag163_27NOV2019-1139_04DEC2019-1020.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group4_Wk3_27NOV2019-04DEC2019/8501_Tag163_27NOV2019-1139_04DEC2019-1020_LB.csv,8501_Tag163_27NOV2019-1139_04DEC2019-1020_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group5_Wk1_05NOV2019-21NOV2019/2057_Tag94_05NOV2019-1851_21NOV2019-1136.csv,2057_Tag94_05NOV2019-1851_21NOV2019-1136.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group5_Wk1_05NOV2019-21NOV2019/2057_Tag94_05NOV2019-1851_21NOV2019-1136_LB.csv,2057_Tag94_05NOV2019-1851_21NOV2019-1136_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group5_Wk1_05NOV2019-21NOV2019/3437_Tag96_05NOV2019-1851_21NOV2019-1135.csv,3437_Tag96_05NOV2019-1851_21NOV2019-1135.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group5_Wk1_05NOV2019-21NOV2019/3437_Tag96_05NOV2019-1851_21NOV2019-1135_LB.csv,3437_Tag96_05NOV2019-1851_21NOV2019-1135_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group5_Wk1_05NOV2019-21NOV2019/5854_Tag87_05NOV2019-1856_21NOV2019-1136.csv,5854_Tag87_05NOV2019-1856_21NOV2019-1136.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group5_Wk1_05NOV2019-21NOV2019/5854_Tag87_05NOV2019-1856_21NOV2019-1136_LB.csv,5854_Tag87_05NOV2019-1856_21NOV2019-1136_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group5_Wk1_05NOV2019-21NOV2019/5862_Tag174_05NOV2019-1916_21NOV2019-1138.csv,5862_Tag174_05NOV2019-1916_21NOV2019-1138.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group5_Wk1_05NOV2019-21NOV2019/5862_Tag174_05NOV2019-1916_21NOV2019-1138_LB.csv,5862_Tag174_05NOV2019-1916_21NOV2019-1138_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group5_Wk1_05NOV2019-21NOV2019/5870_Tag159_05NOV2019-1917_21NOV2019-1138.csv,5870_Tag159_05NOV2019-1917_21NOV2019-1138.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group5_Wk1_05NOV2019-21NOV2019/5870_Tag159_05NOV2019-1917_21NOV2019-1138_LB.csv,5870_Tag159_05NOV2019-1917_21NOV2019-1138_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group5_Wk1_05NOV2019-21NOV2019/821_Tag181_05NOV2019-1919_21NOV2019-1139.csv,821_Tag181_05NOV2019-1919_21NOV2019-1139.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group5_Wk1_05NOV2019-21NOV2019/821_Tag181_05NOV2019-1919_21NOV2019-1139_LB.csv,821_Tag181_05NOV2019-1919_21NOV2019-1139_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group5_Wk2_21NOV2019-28NOV2019/2057_Tag166_21NOV2019-1129_28NOV2019-1144.csv,2057_Tag166_21NOV2019-1129_28NOV2019-1144.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group5_Wk2_21NOV2019-28NOV2019/2057_Tag166_21NOV2019-1129_28NOV2019-1144_LB.csv,2057_Tag166_21NOV2019-1129_28NOV2019-1144_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group5_Wk2_21NOV2019-28NOV2019/3437_Tag89_21NOV2019-1128_28NOV2019-1143.csv,3437_Tag89_21NOV2019-1128_28NOV2019-1143.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group5_Wk2_21NOV2019-28NOV2019/3437_Tag89_21NOV2019-1128_28NOV2019-1143_LB.csv,3437_Tag89_21NOV2019-1128_28NOV2019-1143_LB.csv,.csv,fall 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Fall 2019/Icetag/IceTags/Group5_Wk2_21NOV2019-28NOV2019/5854_Tag88_21NOV2019-1130_28NOV2019-1142.csv,5854_Tag88_21NOV2019-1130_28NOV2019-1142.csv,.csv,fall 2019,accelerometer_icetag,,,,,
