relative_path,filename,extension,season,source_type,sheet_count,sheet_names_preview,sample_sheet,sample_rows_preview,notes
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001516 (P)_06-05-2019__12;58;19.ses,IceTag 50001516 (P)_06-05-2019__12;58;19.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001516 (P)_06-11-2019__14;40;38.ses,IceTag 50001516 (P)_06-11-2019__14;40;38.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001516 (P)_06-20-2019__13;25;19.ses,IceTag 50001516 (P)_06-20-2019__13;25;19.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001516 (P)_07-04-2019__12;42;13.ses,IceTag 50001516 (P)_07-04-2019__12;42;13.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001516 (P)_07-11-2019__10;00;36.ses,IceTag 50001516 (P)_07-11-2019__10;00;36.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001520 (P)_06-11-2019__13;56;07.ses,IceTag 50001520 (P)_06-11-2019__13;56;07.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001520 (P)_06-20-2019__12;57;58.ses,IceTag 50001520 (P)_06-20-2019__12;57;58.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001520 (P)_06-27-2019__13;51;22.ses,IceTag 50001520 (P)_06-27-2019__13;51;22.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001520 (P)_07-04-2019__14;01;15.ses,IceTag 50001520 (P)_07-04-2019__14;01;15.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001520 (P)_07-18-2019__13;41;56.ses,IceTag 50001520 (P)_07-18-2019__13;41;56.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001520 (P)_08-01-2019__14;42;59.ses,IceTag 50001520 (P)_08-01-2019__14;42;59.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001520 (P)_08-16-2019__13;06;46.ses,IceTag 50001520 (P)_08-16-2019__13;06;46.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001520 (P)_08-22-2019__13;27;34.ses,IceTag 50001520 (P)_08-22-2019__13;27;34.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001521 (P)_06-11-2019__13;55;57.ses,IceTag 50001521 (P)_06-11-2019__13;55;57.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001521 (P)_06-20-2019__12;58;02.ses,IceTag 50001521 (P)_06-20-2019__12;58;02.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001521 (P)_06-27-2019__13;51;14.ses,IceTag 50001521 (P)_06-27-2019__13;51;14.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001521 (P)_07-11-2019__09;43;31.ses,IceTag 50001521 (P)_07-11-2019__09;43;31.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001521 (P)_07-18-2019__14;08;27.ses,IceTag 50001521 (P)_07-18-2019__14;08;27.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001521 (P)_08-08-2019__12;44;08.ses,IceTag 50001521 (P)_08-08-2019__12;44;08.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001521 (P)_08-16-2019__13;27;58.ses,IceTag 50001521 (P)_08-16-2019__13;27;58.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001521 (P)_08-22-2019__13;44;02.ses,IceTag 50001521 (P)_08-22-2019__13;44;02.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001522 (P)_06-05-2019__12;58;09.ses,IceTag 50001522 (P)_06-05-2019__12;58;09.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001522 (P)_06-20-2019__12;27;03.ses,IceTag 50001522 (P)_06-20-2019__12;27;03.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001522 (P)_06-27-2019__13;23;21.ses,IceTag 50001522 (P)_06-27-2019__13;23;21.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001522 (P)_07-04-2019__13;35;30.ses,IceTag 50001522 (P)_07-04-2019__13;35;30.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001522 (P)_07-11-2019__10;53;30.ses,IceTag 50001522 (P)_07-11-2019__10;53;30.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001522 (P)_07-25-2019__13;07;57.ses,IceTag 50001522 (P)_07-25-2019__13;07;57.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001522 (P)_08-01-2019__14;04;26.ses,IceTag 50001522 (P)_08-01-2019__14;04;26.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001522 (P)_08-08-2019__13;48;28.ses,IceTag 50001522 (P)_08-08-2019__13;48;28.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001522 (P)_08-16-2019__14;11;33.ses,IceTag 50001522 (P)_08-16-2019__14;11;33.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001524 (P)_06-05-2019__12;57;37.ses,IceTag 50001524 (P)_06-05-2019__12;57;37.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001524 (P)_06-20-2019__12;26;56.ses,IceTag 50001524 (P)_06-20-2019__12;26;56.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001524 (P)_06-27-2019__13;23;14.ses,IceTag 50001524 (P)_06-27-2019__13;23;14.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001524 (P)_07-04-2019__13;35;36.ses,IceTag 50001524 (P)_07-04-2019__13;35;36.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001524 (P)_07-11-2019__10;37;06.ses,IceTag 50001524 (P)_07-11-2019__10;37;06.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001524 (P)_07-25-2019__13;07;59.ses,IceTag 50001524 (P)_07-25-2019__13;07;59.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001525 (P)_06-11-2019__13;56;01.ses,IceTag 50001525 (P)_06-11-2019__13;56;01.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001525 (P)_06-20-2019__12;58;06.ses,IceTag 50001525 (P)_06-20-2019__12;58;06.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001525 (P)_06-27-2019__13;51;27.ses,IceTag 50001525 (P)_06-27-2019__13;51;27.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001525 (P)_07-11-2019__09;43;35.ses,IceTag 50001525 (P)_07-11-2019__09;43;35.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001525 (P)_07-18-2019__14;08;21.ses,IceTag 50001525 (P)_07-18-2019__14;08;21.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001525 (P)_08-08-2019__12;44;14.ses,IceTag 50001525 (P)_08-08-2019__12;44;14.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001525 (P)_08-16-2019__13;28;05.ses,IceTag 50001525 (P)_08-16-2019__13;28;05.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001526 (P)_06-05-2019__12;57;52.ses,IceTag 50001526 (P)_06-05-2019__12;57;52.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001526 (P)_06-20-2019__12;26;48.ses,IceTag 50001526 (P)_06-20-2019__12;26;48.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001526 (P)_06-27-2019__13;22;45.ses,IceTag 50001526 (P)_06-27-2019__13;22;45.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001526 (P)_07-04-2019__13;10;14.ses,IceTag 50001526 (P)_07-04-2019__13;10;14.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001526 (P)_07-11-2019__10;18;19.ses,IceTag 50001526 (P)_07-11-2019__10;18;19.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001526 (P)_07-18-2019__14;59;18.ses,IceTag 50001526 (P)_07-18-2019__14;59;18.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001526 (P)_08-01-2019__12;58;31.ses,IceTag 50001526 (P)_08-01-2019__12;58;31.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001526 (P)_08-08-2019__13;48;16.ses,IceTag 50001526 (P)_08-08-2019__13;48;16.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001526 (P)_08-16-2019__14;11;28.ses,IceTag 50001526 (P)_08-16-2019__14;11;28.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001576 (P)_06-05-2019__12;58;28.ses,IceTag 50001576 (P)_06-05-2019__12;58;28.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001576 (P)_06-11-2019__14;59;24.ses,IceTag 50001576 (P)_06-11-2019__14;59;24.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001576 (P)_06-27-2019__12;46;55.ses,IceTag 50001576 (P)_06-27-2019__12;46;55.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001576 (P)_07-04-2019__13;35;40.ses,IceTag 50001576 (P)_07-04-2019__13;35;40.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001576 (P)_07-11-2019__10;37;00.ses,IceTag 50001576 (P)_07-11-2019__10;37;00.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001576 (P)_07-18-2019__15;22;50.ses,IceTag 50001576 (P)_07-18-2019__15;22;50.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001576 (P)_08-08-2019__12;44;11.ses,IceTag 50001576 (P)_08-08-2019__12;44;11.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001576 (P)_08-16-2019__13;28;05.ses,IceTag 50001576 (P)_08-16-2019__13;28;05.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001576 (P)_08-22-2019__13;43;58.ses,IceTag 50001576 (P)_08-22-2019__13;43;58.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001985 (P)_06-11-2019__13;56;14.ses,IceTag 50001985 (P)_06-11-2019__13;56;14.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001985 (P)_06-20-2019__12;57;56.ses,IceTag 50001985 (P)_06-20-2019__12;57;56.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001985 (P)_06-27-2019__13;51;40.ses,IceTag 50001985 (P)_06-27-2019__13;51;40.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001985 (P)_07-11-2019__09;43;39.ses,IceTag 50001985 (P)_07-11-2019__09;43;39.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001985 (P)_07-18-2019__14;08;16.ses,IceTag 50001985 (P)_07-18-2019__14;08;16.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001985 (P)_07-25-2019__13;07;50.ses,IceTag 50001985 (P)_07-25-2019__13;07;50.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001985 (P)_08-01-2019__14;04;29.ses,IceTag 50001985 (P)_08-01-2019__14;04;29.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001985 (P)_08-16-2019__14;11;37.ses,IceTag 50001985 (P)_08-16-2019__14;11;37.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001985 (P)_08-22-2019__13;05;54.ses,IceTag 50001985 (P)_08-22-2019__13;05;54.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001986 (P)_06-05-2019__12;57;40.ses,IceTag 50001986 (P)_06-05-2019__12;57;40.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001986 (P)_06-17-2019__12;39;32.ses,IceTag 50001986 (P)_06-17-2019__12;39;32.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001986 (P)_06-20-2019__12;26;59.ses,IceTag 50001986 (P)_06-20-2019__12;26;59.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001986 (P)_06-27-2019__13;23;06.ses,IceTag 50001986 (P)_06-27-2019__13;23;06.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001986 (P)_07-04-2019__13;35;33.ses,IceTag 50001986 (P)_07-04-2019__13;35;33.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001986 (P)_07-18-2019__13;41;45.ses,IceTag 50001986 (P)_07-18-2019__13;41;45.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001986 (P)_08-01-2019__14;43;10.ses,IceTag 50001986 (P)_08-01-2019__14;43;10.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001986 (P)_08-08-2019__14;08;35.ses,IceTag 50001986 (P)_08-08-2019__14;08;35.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001986 (P)_08-22-2019__13;05;47.ses,IceTag 50001986 (P)_08-22-2019__13;05;47.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001987 (P)_06-05-2019__12;57;46.ses,IceTag 50001987 (P)_06-05-2019__12;57;46.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001987 (P)_06-11-2019__14;59;18.ses,IceTag 50001987 (P)_06-11-2019__14;59;18.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001987 (P)_06-20-2019__13;51;37.ses,IceTag 50001987 (P)_06-20-2019__13;51;37.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001987 (P)_07-04-2019__12;42;20.ses,IceTag 50001987 (P)_07-04-2019__12;42;20.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001987 (P)_07-11-2019__10;18;08.ses,IceTag 50001987 (P)_07-11-2019__10;18;08.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001987 (P)_07-18-2019__14;59;20.ses,IceTag 50001987 (P)_07-18-2019__14;59;20.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001987 (P)_08-01-2019__12;58;26.ses,IceTag 50001987 (P)_08-01-2019__12;58;26.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001987 (P)_08-08-2019__13;29;20.ses,IceTag 50001987 (P)_08-08-2019__13;29;20.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001987 (P)_08-16-2019__13;51;55.ses,IceTag 50001987 (P)_08-16-2019__13;51;55.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001987 (P)_08-22-2019__14;08;05.ses,IceTag 50001987 (P)_08-22-2019__14;08;05.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001988 (P)_06-05-2019__12;58;31.ses,IceTag 50001988 (P)_06-05-2019__12;58;31.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001988 (P)_06-11-2019__14;40;28.ses,IceTag 50001988 (P)_06-11-2019__14;40;28.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001988 (P)_06-20-2019__13;25;09.ses,IceTag 50001988 (P)_06-20-2019__13;25;09.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001988 (P)_07-04-2019__12;42;24.ses,IceTag 50001988 (P)_07-04-2019__12;42;24.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001988 (P)_07-11-2019__10;00;39.ses,IceTag 50001988 (P)_07-11-2019__10;00;39.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001988 (P)_07-18-2019__14;34;16.ses,IceTag 50001988 (P)_07-18-2019__14;34;16.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001988 (P)_08-01-2019__12;58;50.ses,IceTag 50001988 (P)_08-01-2019__12;58;50.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001988 (P)_08-08-2019__13;29;15.ses,IceTag 50001988 (P)_08-08-2019__13;29;15.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001988 (P)_08-16-2019__13;52;03.ses,IceTag 50001988 (P)_08-16-2019__13;52;03.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001988 (P)_08-22-2019__14;07;58.ses,IceTag 50001988 (P)_08-22-2019__14;07;58.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001989 (P)_06-05-2019__12;57;55.ses,IceTag 50001989 (P)_06-05-2019__12;57;55.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001989 (P)_06-20-2019__12;26;53.ses,IceTag 50001989 (P)_06-20-2019__12;26;53.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001989 (P)_06-27-2019__13;22;55.ses,IceTag 50001989 (P)_06-27-2019__13;22;55.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001989 (P)_07-04-2019__13;35;27.ses,IceTag 50001989 (P)_07-04-2019__13;35;27.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001989 (P)_07-18-2019__13;41;50.ses,IceTag 50001989 (P)_07-18-2019__13;41;50.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001989 (P)_08-01-2019__14;43;03.ses,IceTag 50001989 (P)_08-01-2019__14;43;03.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001989 (P)_08-16-2019__13;06;43.ses,IceTag 50001989 (P)_08-16-2019__13;06;43.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001989 (P)_08-22-2019__13;27;32.ses,IceTag 50001989 (P)_08-22-2019__13;27;32.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001990 (P)_06-05-2019__12;57;48.ses,IceTag 50001990 (P)_06-05-2019__12;57;48.ses,.ses,summer 2019,accelerometer_icetag,,,,,
Données completes/Données accelerometres/Summer 2019/Icetag/IceTags/Session files/Summer Exercise Project/IceTag 50001990 (P)_06-11-2019__15;21;15.ses,IceTag 50001990 (P)_06-11-2019__15;21;15.ses,.ses,summer 2019,accelerometer_icetag,,,,,
